Word	Prefix	Stem	Tone	POS	Class	Gloss	No	Note	Dialect
kuzingirira	ku	zingirira	LLLLL	v.		wind round	6947		
kuzingiza	ku	zingiza	LLLL	v.		wind round; strangle	6948		
kuzingura	ku	zingura	LLLL	v.		settle in a new home; rebuild	6949		
kuzinguruka	ku	zinguruka	LLLLL	v.		come unwound	6950		
kuzingurura	ku	zingurura	LLLLL	v.		unwind	6951		
kuzinitsya	ku	zinitsya	LLLL	v.		finish butter-making	6952		
kuzira	ku	zira	LLL	v.		"forbid; curse, be taboo; be forbidden"	6953		
kuziriiza	ku	ziriiza	LLLLL	v.		be furious	6954		
kuzirika	ku	zirika	LLLL	v.		gird	6955		
kuzirimuka	ku	zirimuka	LLLLL	v.		pay a day's visit	6956		
kuziringitirira	ku	ziringitirira	LLLLLLL	v.		roll (clay) in the hands	6957		
kuziringutana	ku	ziringutana	LLLLLL	v.		wrestle	6958		
kuziririza	ku	ziririza	LLLLL	v.		leak	6959		
kuziruka	ku	ziruka	LLLL	v.		clean after menstruation	6960		
kuzitira	ku	zitira	LLLL	v.		enclose	6961		
kuziza	ku	ziza	LLL	v.		forbid	6962		
kuzonga	ku	zonga	LFL	v..	t.	sway	6963		
kuzongazonga	ku	zongazonga	LHLLL	v.		sway	6964		
kuzongoza	ku	zongoza	LHLL	v.		shake (the head)	6965		
kuzooka	ku	zooka	LLLL	v.		be found; rise from the dead	6966		
kuzoora	ku	zoora	LLLL	v.		invent; raise from the dead	6967		
okuzoorwa	oku	zoorwa	LLLLL	n.	15	discovery	6968		
kuzunguza	ku	zunguza	LHLL	v.		shake (the head)	6969		(K)
okw'	okw	'	L	a.	15	of; at the house of	6970		
okwa	okw	a	LL	a.	15	of; at the house of	6971		
kwa	kw	a	L	a.		kwa kwezi:  that very month	6972		(K)
kwaba	kw	aba	LL	v.		dawn; be cracked	6973		
kwabaabira	kw	abaabira	LLLLL	v.		caress; (K) pretend to cry	6974		(A)
okwabandize	okw	abandize	LLLLL	a.	15	previous	6975		
okwabo	okw	abo	LFL	a.	15	their(s); at their home	6976		
kwabuuka	kw	abuuka	LLLL	v..i.		"dismiss, break up; go away; jump up"	6977		
okwabwo	okw	abwo	LLL	a.	15	"its, their(s)"	6978		
kwabya	kw	abya	LL	v.		pull down	6979		
okwabyo	okw	abyo	LLL	a.	15	its; their(s)	6980		
kwaga	kw	aga	FL	v.		yield; give in; be persuaded	6981		
kwagaaga	kw	agaaga	LLLL	v.		stroke	6982		
okwago	okw	ago	LLL	a.	15	its; their(s)	6983		
kwagura	kw	agura	LLL	v.		scratch	6984		
okwagwo	okw	agwo	LLL	a.	15	its	6985		
okwaho	okw	aho	LLL	a.	15	of that place	6986		
kwahukira	kw	ahukira	HLLL	v.		cut across (the bush or a plot)	6987		
kwahura	kw	ahura	HLL	v.		consecrate; (K) separate	6988		(G)
okwahwa	okw	ahwa	LFL	n.	15	armpit	6989		
okwaitu	okw	aitu	LHLL	a.	15	our(s); at our house	6990		
kwaka	kw	aka	LL	v.		be hot; shine; deprive of; start (used of a car)	6991		
kwakaanwa	kw	akaanwa	LLLL	v.		be choked	6992		
kwakiira	kw	akiira	HLLL	v.		"accept, receive"	6993		
kwakira	kw	akira	LLL	v.		shine on; deprive of	6994		
kwakisa	kw	akisa	LLL	v.		start up; operate; get the best of a bargain	6995		
okwako	okw	ako	LLL	a.	15	its	6996		
kwakura	kw	akura	LLL	v.		"provoke, open a conversation; shout across to"	6997		
kwakwa	kw	akwa	LL	v.		lose (a calf)	6998		
okwakwo	okw	akwo	LLL	a.	15	its	6999		
okwakyo	okw	akyo	LLL	a.	15	its	7000		
kwamagana	kw	amagana	HLLL	v.		squabble	7001		
kwamagirira	kw	amagirira	HLLLL	v.		abate	7002		
kwambuka	kw	ambuka	LLL	v.		cross; ford	7003		
kwambura	kw	ambura	LLL	v.		snatch; send across a river	7004		
kwambutsya	kw	ambutsya	LLL	v.		take across a river	7005		
kwamira	kw	amira	HLL	v.		shout at	7006		
kwamuuka	kw	amuuka	HLLL	v.		pass over (used of rain)	7007		
kwamura	kw	amura	HLL	v.		withhold rain	7008		
kwamuza	kw	amuza	HLL	v.		shout; yell	7009		
okwamwo	okw	amwo	LLL	a.	15	that one inside	7010		
kwana	kw	ana	LL	v.		bear fruit	7011		
kwanama	kw	anama	HLL	v.		protrude; wait a long time	7012		
kwandaara	kw	andaara	HLLL	v..i.		trail along; loiter	7013		
kwandagarana	kw	andagarana	HLLLL	v.		be in disorder	7014		
kwandagarika	kw	andagarika	HLLLL	v.		leave things about	7015		
kwandamira	kw	andamira	LLLL	v.		mourn	7016		(A)
kwanduura	kw	anduura	HLLL	v.		find and keep; feed a newborn baby; (A) rescue	7017		
kwanga	kw	anga	FL	v.		hate; deny; refuse; kwˆnga nkana: be obstinate; fail to keep	7018		
kwangana	kw	angana	HLL	v.		hate one another; leave a husband	7019		
kwanganya	kw	anganya	HLL	v.		thin out (seedlings)	7020		
kwanguha	kw	anguha	LLL	v.		be light (in weight); be easy	7021		
kwangura	kw	angura	HLL	v.		use for the first time	7022		
kwangusya	kw	angusya	LLL	v.		lighten; ease	7023		
okwangye	okw	angye	LLL	a.	15	"my, mine"	7024		
kwaniira	kw	aniira	LLLL	v.		groan	7025		
kwanika	kw	anika	HLL	v..t.		spread out (to dry)	7026		
kwanikiriza	kw	anikiriza	HLLLL	v..t.		dry slowly	7027		
kwanikiriza	kw	anikiriza	HLLLL	v..i.		come to view	7028		(A)
kwaniriza	kw	aniriza	LLLL	v.		welcome	7029		
kwanisa	kw	anisa	LLL	v.		give fruit	7030		
kwanjama	kw	anjama	LLL	v.		backbite	7031		
kwanjara	kw	anjara	HLL	v..t.		spread out (millet) ; clear a garden for sowing	7032		
kwanjuka	kw	anjuka	LLL	v.		be absentminded ; be delirious ;	7033		
kwanjuka omutima	kw	anjuka omutima	LLLLLLL	:		be mad	7034		
kwanjura	kw	anjura	LLL	v..t.		remove after grinding; introduce (a person)	7035		
kwanjuruza	kw	anjuruza	HLLL	v..t.		unfold	7036		
kwanjuza	kw	anjuza	LLL	v.		be very tired	7037		
kwanuka	kw	anuka	HLL	v.		fall heavily	7038		
kwanura	kw	anura	HLL	v.		be taken in (from the sun)	7039		
kwanyu	kw	anyu	FL	a.		your(s) ; at your home	7040		
kwanzika	kw	anzika	LLL	v.		start grinding	7041		
kwanzirira	kw	anzirira	LLLL	v.		stagger from tiredness	7042		
kwara	kw	ara	LL	v.		"make (a bed)spread (a mat),"	7043		
kwara anikono.	kw	ara anikono. wring the hands	LLLLHL			wring the hands	7044		
kwaraara	kw	araara	LLLL	v.		question indirectly	7045		
kwarama	kw	arama	LLL	v.		be secluded (said of  a bride)	7046		
kwarika	kw	arika	LLL	v.		sit on eggs ; cover millet to ripen; wait on a bride	7047		
kwarira	kw	arira	LLL	v.		lay out (mats or grass)	7048		
kwaririka	kw	aririka	LLLL	v.		lay mats for« spread fibre for a bundle	7049		
kwaririra	kw	aririra	LLLL	v.		mulch	7050		
kwaruka	kw	aruka	LLL	v.		hatch out ; come from seclusion (used of a bride)	7051		
kwarura	kw	arura	LLL	v.		bring (a bride) from seclusion	7052		
kwaruura	kw	aruura	LLLL	v.		unrnake (a bed) ; take up (a mat) ; gallop	7053		
okwarwo	okw	arwo	LLL	a.	15	its	7054		
okwaryo	okw	aryo	LLL	a.	15	its	7055		
kwasa	kw	asa	LL	v.		chop	7056		(K)
kwasha	kw	asha	LL	v.		strike (used of lightning);  flog	7057		
kwashama	kw	ashama	HLL	v..i.		open (said of the mouth)	7058		
kwashamya	kw	ashamya	HLL	v.		open (the mouth)	7059		
kwasya	kw	asya	LL	v..t.		drive from a lair	7060		
kwasya	kw	asya	LL	v..t.		(-akfze) (K) blow up (afire);	7061		
kwasya	kw	asya	LL	v..i.		burn up	7062		
kwata	kw	ata	FL	v.		spill ; pour ; crack ; reveal	7063		
kwatagura	kw	atagura	HLLL	v..t.		break (e. g. a pot)	7064		
kwatana	kw	atana	HLL	v.		be divided ; border on	7065		
kwatayata	kw	atayata	HLLL	v.		force one's way through	7066		
kwatika	kw	atika	HLL	v.		be broken	7067		
kwatikamu	kw	atikamu	HLLL	v.		be broken up	7068		
kwatira	kw	atira	HLL	v.		hatch	7069		(A)
kwatirira	kw	atirira	HLLL	v.		cut open	7070		
kwatsa	kw	atsa	LL	v.		chop	7071		(A)
kwatsya	kw	atsya	LL	v..i.		burn up	7072		(A)
kwatsya	kw	atsya	LL	v..t.		blow up (afire)	7073		
kwatuka	kw	atuka	HLL	v.		come to view break out (used of disease)	7074		
kwatura	kw	atura	HLL	v.		confess ; pronounce; (K) hatch	7075		(G)
okwatwo	okw	atwo	LLL	a.	15	their(s) ; its	7076		
okwawe	okw	awe	LLL	a.	15	your(s)	7077		
kwaya	kw	aya	LL	v.		plunder (food)	7078		
okwayo	okw	ayo	LLL	a.	15	its; their(s)	7079		
okwazo	okw	azo	LLL	a.	15	their(s)	7080		
okwe	okw	e	LL	a.	15	"his, her(s)"	7081		
kweba	kw	eba	LL	v.		be forgotten	7082		
kwebaasa	kw	ebaasa	HLLL	v.		manage	7083		
kwebabura	kw	ebabura	HLLL	v.		dry oneself at a fire	7084		
kwebandira	kw	ebandira	HLLL	v.		make a path for oneself	7085		
kwebara	kw	ebara	HLL	v.		reckon oneself	7086		
kwebarura	kw	ebarura	HLLL	v.		burst; split open	7087		
kwebaza	kw	ebaza	HLL	v.		thank; praise	7088		
kwebeihabeiha	kw	ebeihabeiha	HLLLLLL	v.		deceive oneself	7089		
kwebembera	kw	ebembera	HLLL	v.		lead; guide; command ; be in front ;	7090		
amaguru ageebanbera	ama	guru ageebanbera	LLLLLHHLLL	:	6	front legs	7091		
kwebesa	kw	ebesa	LLL	v.		put out of one's mind	7092		
kwebinda	kw	ebinda	HLL	v.		wear round one's waist; gather one's forces for a jump; be s	7093		
kwebonera	kw	ebonera	HLLL	v.		find for oneself	7094		
kweboneza	kw	eboneza	HLLL	v.		get ready	7095		
kwebumba	kw	ebumba	HLL	v.		close (used of flowers) ; (A) usurp ;	7096		
kwebumba na	kw	ebumba na	LLLL	:		trust in	7097		
kwebuuza	kw	ebuuza	HLLL	v.		wonder; ask oneself	7098		
kwebuuzaho	kw	ebuuzaho	LLLLL	v.		request	7099		
kwebuza	kw	ebuza	HLL	v.		hide oneself	7100		
kwebwa	kw	ebwa	LL	v.		forget	7101		
kwecarnura	kw	ecarnura	HLLL	v.		behave childishly	7102		
kwecooka	kw	ecooka	HLLL	v..i.		collect together; be vain	7103		
kwecuma	kw	ecuma	HLL	v.		be smart	7104		
kwecumira	kw	ecumira	HLLL	v.		devote oneself to	7105		
kwecumita	kw	ecumita	HLLL	v.		spear oneself	7106		
kwecunda	kw	ecunda	HLL	v.		swing (on rope); go to and fro	7107		
kwecundacunda	kw	ecundacunda	HLLLL	v.		rock oneself	7108		
kwecura	kw	ecura	HLL	v.		find; catch sight of; quieten down (said of  a baby)	7109		
kwecurar zya	kw	ecurar zya	HLLL	v.		go to and fro	7110		
okwecurenga	okw	ecurenga	LHLLL	n.	15	hard work	7111		
kwecurenga	kw	ecurenga	HLLL	v.		work hard ; be busy	7112		
kwecurengaho	kw	ecurengaho	HLLLL	v..i.		"worry, bother"	7113		
kwecurika	kw	ecurika	LLLL	v.		be steep (downhill) ; stand on one's head sleep with one's h	7114		
kwecurikaho	kw	ecurikaho	HLLLL	v.		have a nap	7115		
kwecwa	kw	ecwa	HL	v.		break away ;	7116		
kwecwa aha rWisho	kw	e«cwa aha rWisho	LHLLLLL	:		be lost to	7117		
kwecwaho	kw	ecwaho	HLL	v.		escape ; separate oneself	7118		
kw):fiisa	kw	):fiisa	LLL	v.		pretend to be dead	7119		
kwEfookoora	kw	Efookoora	LLLLLL	v.		go back on one's promise	7120		
kwefubika	kw	efubika	HLLL	v.		wrap oneself up	7121		
kwefuka	kw	efuka	HLL	v.		blow one's nose	7122		
kwefungiza	kw	efungiza	HLLL	v.		roll up (the sleeves) ; hitch up (the clothes)	7123		
kwefunya	kw	efunya	HLL	v.		roll up (the sleeses); hitch up (the clothes)	7124		
kwefurufiita	kw	efurufiita	HLLLLL	v.		move in one's sleep	7125		
kwefuuza	kw	efuuza	HLLL	v.		regret; be remorseful ; wonder why	7126		
kwega	kw	ega	FL	v.		learn; study	7127		
kwegaana	kw	egaana	HLLL	v.		deny	7128		(G)
kwegaatiika	kw	egaatiika	HLLLLL	v.		be indifferent ; (K) say unnecessary things	7129		
kwegama	kw	egama	HLL	v.		lean; shelter	7130		
kwegamba	kw	egamba	HLL	v.		"boast, triumph"	7131		
kwegambisa	kw	egambisa	HLLL	v.		mutter	7132		
kwegamita	kw	egamita	HLLL	v.		lean on; depend on	7133		
kwegana	kw	egana	HLL	v.		deny	7134		
kweganda	kw	eganda	HLL	v.		be lazy	7135		
kwegaraata	kw	egaraata	HLLLL	v.		linger	7136		
kwegaramira	kw	egaramira	HLLLL	v.		relax	7137		
kwegaranjura	kw	egaranjura	HLLLL	v.		tum a somersault; tum over in bed	7138		
kwegatika	kw	egatika	HLLL	v.		lie on one's back	7139		
kwegariraho	kw	egariraho	HLLLL	v.		eat well	7140		
kwegatiramu	kw	egatiramu	HLLLL	v.			7141		
kwegariramu omwoyo	kw	egariramu omwoyo	HLLLLLLL	:		take courage	7142		
kwegarakamu	kw	egarakamu	HLLLL	v.		change one's rnind	7143		
kwegira	kw	egira	HLL	v.		"go oneself; form, make ; give oneself to (a task)"	7144		
kwegiza	kw	egiza	HLL	v.		pretend	7145		
kwegonesa	kw	egonesa	HLLL	v.		feign sleep	7146		
kwegonoza	kw	egonoza	HLLL	v.		wash down food	7147		
kweguka	kw	eguka	HLL	v.		avoid	7148		
kwegumya	kw	egumya	HLL	v.			7149		
kwegumya	kw	egumya	HLL	v.			7150		
kwegumya amashaija mazima			HLLLLHLLLHL	:		pluck up courage	7151		
kwegutira	kw	egutira	HLLL	v.		buy for oneself	7152		
kwegurutsya	kw	egurutsya	HLLL	v.		deny doing	7153		
okweguza	okw	eguza	LHLL	n.	15	credit	7154		
kweguza	kw	eguza	HLL	v.		borrow (money)	7155		
kwegwa	kw	egwa	FL	v.		be leamt	7156		
kwegyeega	kw	egyeega	LLLL	v.		walk along the edge	7157		
kwegyeka	kw	egyeka	HLL	v.		lean on; prop up;	7158		
zimwegyeka			LHLL	:		he split his sides	7159		
kwegyekaho	kw	egyekaho	HLLL	v.		shut without locking	7160		
kwegyendera	kw	egyendera	LLLL	v.		set off	7161		
kwegyendereza	kw	egyendereza	HLLLL	v.		take care	7162		(A)
kwegyendesereza	kw	egyendesereza	HLLLLL	v.		take care	7163		(K)
kwegyera	kw	egyera	HLL	v.		be equal to ; look like	7164		
kwegyeramu	kw	egyeramu	HLLL	v.		try on (clothes)	7165		
kwegyereka	kw	egyereka	HLLL	v.		take one's place	7166		
kwegyerera	kw	egyerera	HLLL	v.		give oneself airs	7167		
okwegyesa	okw	egyesa	LHLL	n.	15	doctrine	7168		
kwegyesa	kw	egyesa	HLL	v.		teach	7169		
kweha	kw	eha	HL	v.		give oneself	7170		
kwehabagiza	kw	ehabagiza	HLLLL	v.		be perverse	7171		
kwehaga	kw	ehaga	HLL	v.		vomit	7172		
kwehaganyura	kw	ehaganyura	HLLLL	v.		g pick one's teeth	7173		
kwehakana	kw	ehakana	HLLL	v.		deny knowledge of	7174		
kwehakuura	kw	ehakuura	HLLLL	v.		pick one's teeth	7175		
kwehambira	kw	ehambira	LLLL	v.		take by force	7176		
kwehamiriza	kw	ehamiriza	HLLLL	v.		rub oneself with butter	7177		
kwehanangiriza	kw	ehanangiriza	HLLLLL	v.		warn	7178		
kwehanangisiriza	kw	ehanangisiriza	HLLLLLL	v.		advise	7179		
okwehandiikisa	okw	ehandiikisa	LHLLLLL	n.	15	registration	7180		
kwehandiikisa	kw	ehandiikisa	HLLLLL	v.		reg’ster	7181		
kwehanga	kw	ehanga	HLL	v.		dare; be foolish	7182		
kwehangaana	kw	ehangaana	HLLLL	v.		"endure, hold out, take courage"	7183		
kwehangamurira	kw	ehangamurira	HLLLLL	v.		attempt the impossible	7184		(A)
kwehanguura	kw	ehanguura	HLLLL	v.		clear one's throat; gargle	7185		(K)
kwehanuuza	kw	ehanuuza	HLLLL	v.		consult; enquire	7186		
kwehara	kw	ehara	HLL	v.		scratch oneself; avoid	7187		
kwehayo omu	kw	ehayo omu	HLLLL	v.		offer oneself for; devote oneseif to	7188		
kwehenda	kw	ehenda	HLL	v.		bend down; break a limb; cut oneself; do too much	7189		
kwehenenga	kw	ehenenga	HLLL	v.		overwork; be restless; go to and fro	7190		
kwehereera	kw	ehereera	HLLLL	v.		come near; be near	7191		(A)
kwehereeraniza	kw	ehereeraniza	HLLLLLL	v.		come near; be near	7192		(K)
kwehiga	kw	ehiga	HLL	v.		move about	7193		
okwehigayo	okw	ehigayo	LLLLL	n.	15	movement	7194		
kwehigilca	kw	ehigilca	HLLL	v.		lean on	7195		
kwehikira	kw	ehikira	HLLL	v.		go alone; reach	7196		
kwehirnbagiriza	kw	ehirnbagiriza	HLLLLL	v.		walk with a stick	7197		
kwehimbisa	kw	ehimbisa	HLLL	v.		boast	7198		
kwehindaguturana	kw	ehindaguturana	LLLLLLL	v.		toss about (in bed)	7199		
kwehinduta	kw	ehinduta	HLLL	v.		revolve disguise oneself; change into	7200		
kwehinguritiza	kw	ehinguritiza	HLLLLL	v.		encircle; surround	7201		
kwehinguriza	kw	ehinguriza	HLLLL	v.		encircle	7202		
kwehinguura	kw	ehinguura	HLLLL	v.		stop work	7203		(K)
kwehinya	kw	ehinya	HLL	v..i.		draw back; draw up one's iimbs	7204		
kwehirika	kw	ehirika	HLLL	v..i.		roll	7205		
kwehirisya	kw	ehirisya	LLLL	v..i.		roll	7206		(A)
kwehitsya	kw	ehitsya	HLL	v.		cling; draw near	7207		
kwehohoora	kw	ehohoora	HLLLL	v.		apologise ; (K) deny knowledge of	7208		(A)
kwehonda	kw	ehonda	HLL	v.		knock oneself	7209		
kwehonga	kw	ehonga	HLL	v.		enlist ; dedicate oneself	7210		
kwehongyera	kw	ehongyera	HLLL	v.		attach oneself to	7211		
kwehorootsa	kw	ehorootsa	HLLLL	v.		feign ignorance	7212		(A)
kwehotora	kw	ehotora	HLLL	v.		wind (used of a road)	7213		
kwehotorora	kw	ehotorora	HLLLL	v.		rub oneself with partly wet hands	7214		
kwehugika	kw	ehugika	HLLL	v.		be tipped up	7215		
kwehumbarika	kw	ehumbarika	HLLLL	v.		pretend to be peaceable	7216		
kwehungira	kw	ehungira	HLLL	v.		run away	7217		
kwehuringirira	kw	ehuringirira	HLLLLL	v.		be oval	7218		
kwehurubatsa	kw	ehurubatsa	HLLLL	v.		pretend not to recogmse	7219		
kwehurumura	kw	ehurumura	HLLLL	v.		go off in anger	7220		(A)
kwehuruza	kw	ehuruza	HLLL	v.		come uninvited	7221		
kwehuumuza	kw	ehuumuza	HLLLL	v.		"come to rest, alight"	7222		
kwehuura	kw	ehuura	HLLL	v.		throw oneself on the grsund	7223		
kwehuuta	kw	ehuuta	HLLL	v.		walk fast ; go fast	7224		
kweEwitagiza	kw	eEwitagiza	HLLLLL	v.		pretend to be old	7225		
kwehwitsa	kw	ehwitsa	HLL	v.		think oneself old	7226		
kweiba	kw	eiba	HLL	v.		go stealthily ; slink off	7227		
kweiha	kw	eiha	HLL	v.		"take oneself away from; take out (e. g. , a jigger) from one"	7228		
kweihaho	kw	eihaho	HHLL	v.			7229		
kweihaho onibanja	kw	e«ihaho onibanja	LHLLLLLFL	:		escape judgment	7230		
kweijusya	kw	eijusya	HHLL	v.		remind oneself	7231		(K)
kweimukira	kw	eimukira	HHLLL	v.		go by oneself	7232		
kweimusya	kw	eimusya	HHLL	v.		raise oneself; get up	7233		(K)
kweinika	kw	einika	HLLL	v.		be roundshouldered; be a self-made man	7234		
kweinura	kw	einura	HLLL	v.		leave work	7235		
kweita	kw	eita	HLL	v.		commit suicide	7236		
kwejabika	kw	ejabika	HLLL	v.		wash hurriedly	7237		
kwejagambura	kw	ejagambura	HLLLL	v.		go off in a huff	7238		
kwejunisa	kw	ejunisa	HLLL	v.		spend ; use ; save oneself ; (A) announce one's presence	7239		
kwejuurnika	kw	ejuurnika	HLLLL	v.		fall on one's face	7240		
kwejuumuura	kw	ejuumuura	HLLLLL	v.		turn oneself the right way up	7241		(A)
kwejuura	kw	ejuura	HLLL	v..i.		undress;	7242		
kwelaura orubanja	kw	elaura orubanja	HLLLLLFL	:		escape judgment	7243		
kwejwangajwanzya	kw	ejwangajwanzya	HLLLL	v.		be a good mixer	7244		
kwejweka	kw	ejweka	HLL	v..i.		dress	7245		
kwekakura	kw	ekakura	HLLL	v.		scratch oneself	7246		
kwekamata	kw	ekamata	LLLL	v.		take offence; grasp one's body	7247		
kwekanga	kw	ekanga	HLL	v.		start; hang back	7248		
kw&iika	kw	&iika	LLL	v.		be crosswise	7249		
kwekiikuura	kw	ekiikuura	HLLLLL	v..t.		go by a long route ; go round; ask indirectly	7250		
kwekindildra	kw	ekindildra	HLLL	v.		wear very short clothes	7251		
kwekinga	kw	ekinga	HLL	v.		be a hypocrite	7252		
kwekingira	kw	ekingira	HLLL	v.		shut oneself in	7253		
kwekinya	kw	ekinya	HLL	v.		flop down	7254		
kwekoma	kw	ekoma	HLL	v.		be fond of	7255		
kwekomba	kw	ekomba	HLL	v.		lick one's lips	7256		
kwekorera	kw	ekorera	HLLL	v.		carry on one's head	7257		
kwekoroza	kw	ekoroza	HLLL	v.		announce one's presence by coughing	7258		
kwekoza	kw	ekoza	HLL	v.		work alone	7259		
kwekuba	kw	ekuba	HLL	v.		tum aside	7260		
kwekubakuba	kw	ekubakuba	HLLLL	v.		become entangled	7261		
kw&ubangura	kw	&ubangura	LLLL	v.		entangle	7262		
kwekubira	kw	ekubira	HLLL	v.			7263		
kwekubira aha rubaju rwa	kw	ekubira aha rubaju rwa	HLLLLLLLLL	:		"take the part of, take sides with"	7264		
kwekubirana	kw	ekubirana	HLLLL	v.		be at ease	7265		
kwekumbira	kw	ekumbira	HLLL	v.		be unaware	7266		
okwekunda	okw	ekunda	LHLL	n.	15	a ' good time '	7267		
okwekundira	okw	ekundira	LHLLL	n.	15	freewill;	7268		
ahabw'okweAundira	aha	bw'okweAundira	LLHHLLLL	:	16	voluntarily	7269		
kwekundisa	kw	ekundisa	HLLL	v.		ingratiate oneself	7270		
kwekunkubita	kw	ekunkubita	HLLLL	v.		show armoyance	7271		
kwekunkumura	kw	ekunkumura	HLLLL	v.		shake itself (used of a dog)	7272		
kwekuratana	kw	ekuratana	HLLLL	v.		visit frequently	7273		
kwekuringirira	kw	ekuringirira	HLLLLL	v.		be round	7274		
kw&urira	kw	&urira	LLL	v.		grow old	7275		
kwekurura	kw	ekurura	HLLL	v.		crawl along	7276		
kwekuuba	kw	ekuuba	HLLL	v.		rub oneself (said of cattle)	7277		
kwekuuma	kw	ekuuma	LLLL	v.		chew the cud	7278		
kwekuutsa	kw	ekuutsa	HLLL			rub on a wheel (used of a brake)	7279		
kwekuza	kw	ekuza	HLL	v.		boast	7280		
kwekwata	kw	ekwata	HLL	v.		"hold together, form a group; huddle up (esp. with the anns"	7281		
kwekwatsakwatsa	kw	ekwatsakwatsa	HLLLL	v.		make excuses	7282		
kwekwekwe	kw	ekwekwe	LLL	i.		"heartily, completely"	7283		
kwekweya	kw	ekweya	HLL	v.		trail on the ground (used of a dress)	7284		
kwekyeeka	kw	ekyeeka	HLLL	v.		be suspicious	7285		(K)
kwema	kw	ema	FL	v.		"be crowned ; come to the throne; be served, be newly on heat (used of cows)"	7286		
kwema kubi	kw	kwema kubi	FLLL	:		go wrong;	7287		
kwema eruguru	kw	ema eruguru	FLHLLL	:		start from the top	7288		
kwemaamaata	kw	emaamaata	HLLLLL	v.		lament (by beating one's hands against one's sides)	7289		
kwemaaringa	kw	emaaringa	HLLLL	v.		danÏ about	7290		
kwemaho	kw	emaho	HLL	v.		"be on the side of, be for"	7291		
kwemamura	kw	emamura	HLLL	v.		yawn	7292		(A)
kwemanya	kw	emanya	HLL	v.		be selfish; be conceited; realise	7293		
kwemanyiiza	kw	emanyiiza	HLLLL	v.		practise; gain experience	7294		
kwemanyira	kw	emanyira	HLLL	v.		find out	7295		
kwemarira	kw	emarira	HLLL	v.		spend (time); waste (time) on; finish for oneself	7296		
kwemeka	kw	emeka	HLL	v.		enthrone ; crown	7297		
kwemera	kw	emera	HLL	v.		rebd against ; testify against; hold back; withstand ; bear	7298		
kwemerera	kw	emerera	HLLL	v.		stand ; start digging a new row	7299		
kwemererwa	kw	emererwa	HLLL	v.		have a pain in one's side	7300		
kwemereza	kw	emereza	HLLL	v..t.		erect;	7301		
kwemerewa omutfma	kw	emerewa omutfma	HLLLLLL	:		be worried	7302		
kwemesa	kw	emesa	HLL	v.		serve (used of cattle)	7303		
kwemesereza	kw	emesereza	HLLLL				7304		
kwemeza	kw	emeza	HLL	v.		be selfsown	7305		
okwemi nka	okw	emi nka	LHLL	a.	15	looking like	7306		
kwemigiza	kw	emigiza	HLLL	v.		squeeze oneself in	7307		
kwemire	kw	emire	LLL	a.			7308		
okwezi kwemire	okw	ezi kwemire	LFLLLL	:	15	new moon	7309		
kwemokoora	kw	emokoora	HLLLL	v.		retch	7310		
kwemunyunguza	kw	emunyunguza	HLLLL	v.		gargle	7311		
kwemurika	kw	emurika	HLLL	v.		jump and dance	7312		
kwemwa	kw	emwa	FL	v.		shave (oneself)	7313		(K)
kwemya	kw	emya	FL	v.		serve (used of cattle)	7314		
kwenaga	kw	enaga	HLL	v.		sway; stoop	7315		
kwenagaanaga	kw	enagaanaga	HLLLLL	v.		be strewn about	7316		
kwenanura	kw	enanura	HLLL	v.		enjoy oneself	7317		
kwenda	kw	enda	LL	v.		want; be going to	7318		
kwendeza	kw	endeza	LLL	v.		get someone to; want someone to; wish something for someone	7319		
kwenegyeza	kw	enegyeza	LLLL	v.		stir up (a fire)	7320		
kwenguka	kw	enguka	LLL	v.		crumble over (used of overhanging earth); be yellow	7321		
kwengyengyeta	kw	engyengyeta	LLLL	v.		be bright; shine;	7322		
kyenju erikwengyengyeta			HLLHLLLL	:		bright yellow	7323		
kwengyengyetsa	kw	engyengyetsa	LLLL	v.		pol’sh	7324		
kwengyera	kw	engyera	LLL	v.		salt; take the cattle to drink	7325		
kwengyerera	kw	engyerera	LLLL	v.		be red hot	7326		
kwenjeera	kw	enjeera	LLLL	v.		drift along	7327		(A)
kwenionkoba	kw	enionkoba	HLLLL	v.		play idly	7328		
kwenofoora	kw	enofoora	HLLLL	v..i.		relax	7329		
kwenyaanyaata	kw	enyaanyaata	HLLLLL	v.		grumble ; be afraid	7330		(A)
kwenyangaraza	kw	enyangaraza	HLLLL	v..i.		worry	7331		
kwenyigiriza	kw	enyigiriza	HLLLL	v.		squeeze onesdf through	7332		
kwenyogoora	kw	enyogoora	HLLLL	v.		squirm	7333		
kwenywanisa	kw	enywanisa	HLLL	v.		befriend	7334		
kwepiipisa	kw	epiipisa	HLLLL	v.		feign fever	7335		
kwera	kw	era	LL	v.		winnow	7336		
kwera	kw	era	FL	v.		be ripe; be white; be clear	7337		
kwerabyamu	kw	erabyamu	HLLL	v.		go through	7338		
kweragaza	kw	eragaza	HLLL	v.		wipe oneself	7339		
kwerahira	kw	erahira	HLLL	v.		make a vow	7340		
kweramaza	kw	eramaza	HLLL	v.		cripple oneself ; fall into bad ways	7341		
kwerambika	kw	erambika	HLLL	v.		throw oneself down	7342		
kweranga	kw	eranga	HLL	v.		announce oneself	7343		
